"geometry","physVelocity:0","physVelocity:1","physPressure","knudsen","Points:0","Points:1","Points:2"
2.00000000e+00,0.00000000e+00,0.00000000e+00,5.87937469e-03,3.05395410e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,6.91856584e-03,3.24725965e-03,9.09091011e-02,0.00000000e+00,0.00000000e+00
3.00000000e+00,8.67252350e-02,0.00000000e+00,3.24369711e-03,9.90527589e-03,0.00000000e+00,9.09091011e-02,0.00000000e+00
1.00000000e+00,8.96051973e-02,-2.72253226e-03,5.20901801e-03,3.20154079e-03,9.09091011e-02,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,2.35316902e-03,3.18919262e-03,1.81818202e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,9.35561880e-02,-1.37476926e-03,4.64493083e-03,3.09088221e-03,1.81818202e-01,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,3.66281858e-03,3.43925087e-03,2.72727311e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,9.62284729e-02,-2.01401464e-03,1.66048657e-03,3.29353800e-03,2.72727311e-01,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,7.21613236e-04,3.48971947e-03,3.63636404e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,9.97109786e-02,-1.90094148e-03,2.93832127e-04,3.36291431e-03,3.63636404e-01,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,-9.71040456e-04,3.65669420e-03,4.54545498e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.03908271e-01,-2.66395439e-03,-5.34439750e-04,3.54183395e-03,4.54545498e-01,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,-1.76223868e-03,3.84561508e-03,5.45454621e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.08779326e-01,-2.88787251e-03,-3.00823897e-03,3.70592810e-03,5.45454621e-01,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,-5.17416373e-03,4.03773645e-03,6.36363685e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.14029624e-01,-2.90014478e-03,-5.46670472e-03,3.87469609e-03,6.36363685e-01,9.09091011e-02,0.00000000e+00
2.00000000e+00,0.00000000e+00,0.00000000e+00,-6.80995220e-03,4.25662845e-03,7.27272809e-01,0.00000000e+00,0.00000000e+00
1.00000000e+00,1.20087884e-01,-3.81688727e-03,-7.58679491e-03,4.07647016e-03,7.27272809e-01,9.09091011e-02,0.00000000e+00
