geometry,physVelocity:0,physVelocity:1,physPressure,knudsen,Points:0,Points:1
1.00000000e+00,7.77838290e-01,2.16254637e-01,1.07541211e-01,3.70645057e-03,4.09999990e+00,1.39999998e+00
1.00000000e+00,7.76993752e-01,2.19575748e-01,1.20523155e-01,3.70169780e-03,4.15000010e+00,1.39999998e+00
1.00000000e+00,7.74990201e-01,2.21388534e-01,1.33773938e-01,3.71332420e-03,4.19999981e+00,1.39999998e+00
1.00000000e+00,7.71897912e-01,2.21706703e-01,1.47132888e-01,3.72926518e-03,4.25000000e+00,1.39999998e+00
1.00000000e+00,7.67770827e-01,2.20545009e-01,1.60487622e-01,3.75578343e-03,4.30000019e+00,1.39999998e+00
1.00000000e+00,7.62688458e-01,2.17961490e-01,1.73758283e-01,3.79229430e-03,4.34999990e+00,1.39999998e+00
1.00000000e+00,7.56719112e-01,2.14024186e-01,1.86780736e-01,3.82803590e-03,4.40000010e+00,1.39999998e+00
1.00000000e+00,7.49962389e-01,2.08830580e-01,1.99442193e-01,3.86364711e-03,4.44999981e+00,1.39999998e+00
1.00000000e+00,7.42484808e-01,2.02468842e-01,2.11698845e-01,3.89859430e-03,4.50000000e+00,1.39999998e+00
1.00000000e+00,7.34368205e-01,1.95067763e-01,2.23514944e-01,3.93345254e-03,4.55000019e+00,1.39999998e+00
1.00000000e+00,7.25693107e-01,1.86730459e-01,2.34715581e-01,3.96516128e-03,4.59999990e+00,1.39999998e+00
1.00000000e+00,7.16568112e-01,1.77594781e-01,2.45250031e-01,3.99514800e-03,4.65000010e+00,1.39999998e+00
1.00000000e+00,7.07052708e-01,1.67774484e-01,2.55228519e-01,4.02486417e-03,4.69999981e+00,1.39999998e+00
1.00000000e+00,6.97246134e-01,1.57423496e-01,2.64576703e-01,4.04726760e-03,4.75000000e+00,1.39999998e+00
1.00000000e+00,6.87220871e-01,1.46593571e-01,2.73115933e-01,4.06969339e-03,4.80000019e+00,1.39999998e+00
1.00000000e+00,6.77047074e-01,1.35513231e-01,2.81037003e-01,4.08195192e-03,4.84999990e+00,1.39999998e+00
1.00000000e+00,6.66859865e-01,1.24072738e-01,2.88459003e-01,4.11147904e-03,4.90000010e+00,1.39999998e+00
1.00000000e+00,6.56813323e-01,1.13154575e-01,2.95069069e-01,4.04092157e-03,4.94999981e+00,1.39999998e+00
1.00000000e+00,6.46672428e-01,1.01234548e-01,3.02690953e-01,4.19142330e-03,5.00000000e+00,1.39999998e+00
1.00000000e+00,8.47256720e-01,-2.68311501e-01,6.49965107e-01,1.35958684e-03,1.00000000e+00,1.45000005e+00
1.00000000e+00,8.45044374e-01,-2.93610603e-01,6.26537263e-01,1.43636996e-03,1.04999995e+00,1.45000005e+00
1.00000000e+00,8.41593146e-01,-3.20427895e-01,6.52507365e-01,1.38110819e-03,1.10000002e+00,1.45000005e+00
1.00000000e+00,8.42084765e-01,-3.57271105e-01,6.57107949e-01,2.34882743e-03,1.14999998e+00,1.45000005e+00
1.00000000e+00,8.47688496e-01,-3.89909089e-01,6.02838635e-01,2.46455194e-03,1.20000005e+00,1.45000005e+00
1.00000000e+00,8.53300035e-01,-4.24293458e-01,6.01253271e-01,2.02175486e-03,1.25000000e+00,1.45000005e+00
1.00000000e+00,8.65226448e-01,-4.77627516e-01,6.19591117e-01,3.79621075e-03,1.29999995e+00,1.45000005e+00
1.00000000e+00,8.80624950e-01,-5.17778099e-01,5.43006837e-01,3.85918655e-03,1.35000002e+00,1.45000005e+00
1.00000000e+00,9.01729822e-01,-5.56197286e-01,4.89288658e-01,3.58879194e-03,1.39999998e+00,1.45000005e+00
1.00000000e+00,9.48888779e-01,-6.25352323e-01,4.70150054e-01,5.88921830e-03,1.45000005e+00,1.45000005e+00
1.00000000e+00,9.94343042e-01,-6.66570663e-01,3.76727194e-01,4.27482976e-03,1.50000000e+00,1.45000005e+00
1.00000000e+00,1.03053951e+00,-7.03928113e-01,3.24583739e-01,3.70845431e-03,1.54999995e+00,1.45000005e+00
1.00000000e+00,1.10220373e+00,-7.28764594e-01,1.68694094e-01,7.24791177e-03,1.60000002e+00,1.45000005e+00
1.00000000e+00,1.17192793e+00,-7.05027342e-01,2.68267319e-02,3.55417375e-03,1.64999998e+00,1.45000005e+00
1.00000000e+00,1.17843246e+00,-6.57208264e-01,3.29026990e-02,6.20331615e-03,1.70000005e+00,1.45000005e+00
1.00000000e+00,1.08282316e+00,-5.14419019e-01,-9.01362598e-02,1.13549475e-02,1.75000000e+00,1.45000005e+00
1.00000000e+00,8.99467885e-01,-3.63108546e-01,-1.79965734e-01,1.62101462e-02,1.79999995e+00,1.45000005e+00
1.00000000e+00,7.11390495e-01,-1.59778818e-01,-3.53072852e-01,2.34529190e-02,1.85000002e+00,1.45000005e+00
1.00000000e+00,5.77418566e-01,-1.03780702e-01,-2.32038677e-01,1.78153683e-02,1.89999998e+00,1.45000005e+00
1.00000000e+00,4.90277201e-01,-6.00356422e-02,-8.10536221e-02,1.64870713e-02,1.95000005e+00,1.45000005e+00
1.00000000e+00,4.11526352e-01,-3.48394811e-02,-1.42396256e-01,1.48662580e-02,2.00000000e+00,1.45000005e+00
1.00000000e+00,3.55174005e-01,-2.77229398e-02,-1.47868261e-01,1.20388456e-02,2.04999995e+00,1.45000005e+00
1.00000000e+00,3.30979645e-01,-2.03500539e-02,-6.11305870e-02,1.00841336e-02,2.09999990e+00,1.45000005e+00
1.00000000e+00,3.10986191e-01,-1.39891049e-02,-3.01148146e-02,9.93463397e-03,2.15000010e+00,1.45000005e+00
1.00000000e+00,2.85832912e-01,-4.53754235e-03,-6.11025244e-02,9.41668078e-03,2.20000005e+00,1.45000005e+00
1.00000000e+00,2.70850867e-01,-1.36821577e-03,-3.62909585e-02,8.21337290e-03,2.25000000e+00,1.45000005e+00
1.00000000e+00,2.67114878e-01,1.66061590e-03,4.80967062e-03,7.50241708e-03,2.29999995e+00,1.45000005e+00
1.00000000e+00,2.62335390e-01,-6.92262722e-04,1.14525529e-02,6.99333102e-03,2.34999990e+00,1.45000005e+00
1.00000000e+00,2.58408338e-01,-6.20105630e-03,1.31192356e-02,6.62462832e-03,2.40000010e+00,1.45000005e+00
1.00000000e+00,2.61898249e-01,-1.15618045e-02,3.10358107e-02,6.58517377e-03,2.45000005e+00,1.45000005e+00
1.00000000e+00,2.69363374e-01,-1.62408408e-02,4.31341752e-02,6.32166537e-03,2.50000000e+00,1.45000005e+00
1.00000000e+00,2.78633296e-01,-2.26000957e-02,4.26947474e-02,6.02561515e-03,2.54999995e+00,1.45000005e+00
1.00000000e+00,2.90696859e-01,-2.63402984e-02,4.20149751e-02,5.96483098e-03,2.59999990e+00,1.45000005e+00
1.00000000e+00,3.04754287e-01,-3.04468684e-02,4.98911329e-02,5.69863105e-03,2.65000010e+00,1.45000005e+00
1.00000000e+00,3.19465131e-01,-3.26827578e-02,5.11081219e-02,5.53140184e-03,2.70000005e+00,1.45000005e+00
1.00000000e+00,3.34530711e-01,-3.33982334e-02,4.37352695e-02,5.35919704e-03,2.75000000e+00,1.45000005e+00
1.00000000e+00,3.50464553e-01,-3.33126411e-02,4.27319035e-02,5.23788808e-03,2.79999995e+00,1.45000005e+00
1.00000000e+00,3.66908848e-01,-3.18028405e-02,4.42869663e-02,5.10101579e-03,2.84999990e+00,1.45000005e+00
1.00000000e+00,3.82767677e-01,-2.89091486e-02,3.89857367e-02,4.99680080e-03,2.90000010e+00,1.45000005e+00
1.00000000e+00,3.98417473e-01,-2.52935737e-02,3.29867192e-02,4.91234614e-03,2.95000005e+00,1.45000005e+00
1.00000000e+00,4.14519250e-01,-2.05876697e-02,3.14974599e-02,4.86325240e-03,3.00000000e+00,1.45000005e+00
1.00000000e+00,4.30617779e-01,-1.47275757e-02,2.88440026e-02,4.79899952e-03,3.04999995e+00,1.45000005e+00
1.00000000e+00,4.46294576e-01,-7.92778376e-03,2.32451018e-02,4.74245148e-03,3.09999990e+00,1.45000005e+00
1.00000000e+00,4.61989045e-01,-2.96458369e-04,1.94811355e-02,4.70464909e-03,3.15000010e+00,1.45000005e+00
1.00000000e+00,4.77865964e-01,8.40490218e-03,1.75586864e-02,4.67228144e-03,3.20000005e+00,1.45000005e+00
1.00000000e+00,4.93539572e-01,1.80840995e-02,1.43978894e-02,4.62623080e-03,3.25000000e+00,1.45000005e+00
1.00000000e+00,5.08910835e-01,2.85912566e-02,1.11386674e-02,4.58361115e-03,3.29999995e+00,1.45000005e+00
1.00000000e+00,5.24188101e-01,3.99157479e-02,9.80871823e-03,4.55054641e-03,3.34999990e+00,1.45000005e+00
1.00000000e+00,5.39254546e-01,5.20606525e-02,9.20836907e-03,4.51005297e-03,3.40000010e+00,1.45000005e+00
1.00000000e+00,5.53857267e-01,6.48493990e-02,8.56341515e-03,4.46199905e-03,3.45000005e+00,1.45000005e+00
1.00000000e+00,5.67969680e-01,7.81345442e-02,9.12380498e-03,4.41633072e-03,3.50000000e+00,1.45000005e+00
1.00000000e+00,5.81603348e-01,9.18178484e-02,1.12307081e-02,4.37337533e-03,3.54999995e+00,1.45000005e+00
1.00000000e+00,5.94573855e-01,1.05737865e-01,1.40747614e-02,4.32158494e-03,3.59999990e+00,1.45000005e+00
1.00000000e+00,6.06734693e-01,1.19675979e-01,1.78286582e-02,4.26827418e-03,3.65000010e+00,1.45000005e+00
1.00000000e+00,6.18046105e-01,1.33452281e-01,2.30577514e-02,4.21644328e-03,3.70000005e+00,1.45000005e+00
1.00000000e+00,6.28439903e-01,1.46887809e-01,2.95209959e-02,4.16536583e-03,3.75000000e+00,1.45000005e+00
1.00000000e+00,6.37775719e-01,1.59769952e-01,3.69018614e-02,4.10905201e-03,3.79999995e+00,1.45000005e+00
1.00000000e+00,6.45985544e-01,1.71896204e-01,4.54325341e-02,4.05545719e-03,3.84999990e+00,1.45000005e+00
1.00000000e+00,6.53032601e-01,1.83099136e-01,5.51418923e-02,4.00333572e-03,3.90000010e+00,1.45000005e+00
1.00000000e+00,6.58869982e-01,1.93212330e-01,6.57216758e-02,3.95319425e-03,3.95000005e+00,1.45000005e+00
1.00000000e+00,6.63441062e-01,2.02083200e-01,7.70659372e-02,3.90198361e-03,4.00000000e+00,1.45000005e+00
1.00000000e+00,6.66744053e-01,2.09591910e-01,8.92158821e-02,3.86671117e-03,4.05000019e+00,1.45000005e+00
1.00000000e+00,6.68779075e-01,2.15654299e-01,1.01974383e-01,3.84471822e-03,4.09999990e+00,1.45000005e+00
1.00000000e+00,6.69562042e-01,2.20200434e-01,1.15100525e-01,3.84452078e-03,4.15000010e+00,1.45000005e+00
1.00000000e+00,6.69109643e-01,2.23194242e-01,1.28535405e-01,3.85028147e-03,4.19999981e+00,1.45000005e+00
1.00000000e+00,6.67468727e-01,2.24628881e-01,1.42199621e-01,3.87634151e-03,4.25000000e+00,1.45000005e+00
1.00000000e+00,6.64683104e-01,2.24531204e-01,1.55862674e-01,3.90433217e-03,4.30000019e+00,1.45000005e+00
1.00000000e+00,6.60820186e-01,2.22941115e-01,1.69362411e-01,3.94662889e-03,4.34999990e+00,1.45000005e+00
1.00000000e+00,6.55935347e-01,2.19924167e-01,1.82686046e-01,3.99362762e-03,4.40000010e+00,1.45000005e+00
1.00000000e+00,6.50104225e-01,2.15564117e-01,1.95725471e-01,4.04023379e-03,4.44999981e+00,1.45000005e+00
1.00000000e+00,6.43402338e-01,2.09965914e-01,2.08267510e-01,4.08315379e-03,4.50000000e+00,1.45000005e+00
1.00000000e+00,6.35924757e-01,2.03236014e-01,2.20262721e-01,4.12490498e-03,4.55000019e+00,1.45000005e+00
1.00000000e+00,6.27746820e-01,1.95482492e-01,2.31767610e-01,4.16326337e-03,4.59999990e+00,1.45000005e+00
1.00000000e+00,6.18968427e-01,1.86840132e-01,2.42635906e-01,4.19693207e-03,4.65000010e+00,1.45000005e+00
1.00000000e+00,6.09691799e-01,1.77414522e-01,2.52718717e-01,4.22633067e-03,4.69999981e+00,1.45000005e+00
1.00000000e+00,6.00036263e-01,1.67348415e-01,2.62118965e-01,4.24884073e-03,4.75000000e+00,1.45000005e+00
1.00000000e+00,5.90103090e-01,1.56723276e-01,2.70918280e-01,4.26854100e-03,4.80000019e+00,1.45000005e+00
1.00000000e+00,5.80059767e-01,1.45735502e-01,2.78910011e-01,4.26684227e-03,4.84999990e+00,1.45000005e+00
1.00000000e+00,5.69960117e-01,1.34257585e-01,2.86070168e-01,4.28192038e-03,4.90000010e+00,1.45000005e+00
1.00000000e+00,5.59863210e-01,1.23391286e-01,2.92963177e-01,4.21104440e-03,4.94999981e+00,1.45000005e+00
1.00000000e+00,5.49808741e-01,1.11017525e-01,3.02156210e-01,4.36036941e-03,5.00000000e+00,1.45000005e+00
1.00000000e+00,8.36918712e-01,-2.62850940e-01,6.72771871e-01,1.57096074e-03,1.00000000e+00,1.50000000e+00
1.00000000e+00,8.30044568e-01,-2.88961977e-01,6.83956385e-01,1.50187232e-03,1.04999995e+00,1.50000000e+00
1.00000000e+00,8.25363100e-01,-3.19994986e-01,6.86733902e-01,1.95807358e-03,1.10000002e+00,1.50000000e+00
1.00000000e+00,8.24506640e-01,-3.55303586e-01,6.43026888e-01,2.59928242e-03,1.14999998e+00,1.50000000e+00
1.00000000e+00,8.20725083e-01,-3.89728010e-01,6.54168010e-01,2.01143441e-03,1.20000005e+00,1.50000000e+00
1.00000000e+00,8.20290744e-01,-4.37017947e-01,6.78080678e-01,3.03034228e-03,1.25000000e+00,1.50000000e+00
1.00000000e+00,8.30743134e-01,-4.85688955e-01,6.03057742e-01,4.31885524e-03,1.29999995e+00,1.50000000e+00
1.00000000e+00,8.40998948e-01,-5.25489032e-01,5.60897350e-01,2.93702097e-03,1.35000002e+00,1.50000000e+00
1.00000000e+00,8.65733504e-01,-6.03477836e-01,5.88883162e-01,5.08135371e-03,1.39999998e+00,1.50000000e+00
1.00000000e+00,9.03377593e-01,-6.62173390e-01,4.67551172e-01,5.66118909e-03,1.45000005e+00,1.50000000e+00
1.00000000e+00,9.32275176e-01,-6.96473539e-01,3.71093363e-01,4.54900786e-03,1.50000000e+00,1.50000000e+00
1.00000000e+00,9.91765201e-01,-7.76806295e-01,3.64073128e-01,6.60039159e-03,1.54999995e+00,1.50000000e+00
1.00000000e+00,1.06236911e+00,-7.85508037e-01,9.82631892e-02,5.76666649e-03,1.60000002e+00,1.50000000e+00
1.00000000e+00,1.01895130e+00,-6.85117841e-01,3.32891941e-02,8.49027745e-03,1.64999998e+00,1.50000000e+00
1.00000000e+00,8.35364163e-01,-5.44205368e-01,1.20717667e-01,2.01969799e-02,1.70000005e+00,1.50000000e+00
1.00000000e+00,6.03910625e-01,-3.02780539e-01,-2.96964198e-01,2.73567270e-02,1.75000000e+00,1.50000000e+00
1.00000000e+00,3.86895508e-01,-1.33845717e-01,-3.96587640e-01,2.15050410e-02,1.79999995e+00,1.50000000e+00
1.00000000e+00,2.37850383e-01,-3.20193991e-02,-2.28304729e-01,1.95806101e-02,1.85000002e+00,1.50000000e+00
1.00000000e+00,1.64996043e-01,-1.67568997e-02,-2.26381689e-01,1.31504321e-02,1.89999998e+00,1.50000000e+00
1.00000000e+00,1.26090199e-01,-9.05496627e-03,-2.11147919e-01,9.69777536e-03,1.95000005e+00,1.50000000e+00
1.00000000e+00,1.14793293e-01,1.33089349e-03,-1.43681660e-01,8.39214213e-03,2.00000000e+00,1.50000000e+00
1.00000000e+00,1.08441278e-01,-5.35783498e-03,-7.96969607e-02,8.13453738e-03,2.04999995e+00,1.50000000e+00
1.00000000e+00,9.32159051e-02,-4.80370410e-03,-8.24080482e-02,7.01207528e-03,2.09999990e+00,1.50000000e+00
1.00000000e+00,8.49443376e-02,-7.04948907e-04,-7.81722441e-02,6.06389530e-03,2.15000010e+00,1.50000000e+00
1.00000000e+00,8.71192738e-02,4.34481865e-03,-4.26791161e-02,5.94722107e-03,2.20000005e+00,1.50000000e+00
1.00000000e+00,8.73398855e-02,3.00478353e-03,-1.83444880e-02,5.54760871e-03,2.25000000e+00,1.50000000e+00
1.00000000e+00,8.60501751e-02,3.51372379e-04,-1.32740932e-02,5.43015637e-03,2.29999995e+00,1.50000000e+00
1.00000000e+00,9.33038518e-02,-4.29199403e-03,1.42624276e-03,5.55890566e-03,2.34999990e+00,1.50000000e+00
1.00000000e+00,1.04608357e-01,-1.01483092e-02,2.17553955e-02,5.34266001e-03,2.40000010e+00,1.50000000e+00
1.00000000e+00,1.16059899e-01,-2.13459097e-02,3.50267291e-02,4.88789240e-03,2.45000005e+00,1.50000000e+00
1.00000000e+00,1.28427505e-01,-2.75500398e-02,3.51016410e-02,4.93556680e-03,2.50000000e+00,1.50000000e+00
1.00000000e+00,1.43028051e-01,-3.61725241e-02,4.29007448e-02,4.84181056e-03,2.54999995e+00,1.50000000e+00
1.00000000e+00,1.60618544e-01,-4.26212065e-02,4.96156812e-02,4.81683668e-03,2.59999990e+00,1.50000000e+00
1.00000000e+00,1.78805768e-01,-4.65823933e-02,4.60804775e-02,4.51071281e-03,2.65000010e+00,1.50000000e+00
1.00000000e+00,1.96870565e-01,-4.95933220e-02,4.63794060e-02,4.39055823e-03,2.70000005e+00,1.50000000e+00
1.00000000e+00,2.15262607e-01,-5.05762696e-02,4.81439531e-02,4.33705002e-03,2.75000000e+00,1.50000000e+00
1.00000000e+00,2.32839942e-01,-5.00909351e-02,4.45516333e-02,4.23594471e-03,2.79999995e+00,1.50000000e+00
1.00000000e+00,2.49710292e-01,-4.84601744e-02,4.03467529e-02,4.12128447e-03,2.84999990e+00,1.50000000e+00
1.00000000e+00,2.66494334e-01,-4.53282520e-02,3.85211855e-02,4.12740186e-03,2.90000010e+00,1.50000000e+00
1.00000000e+00,2.82865673e-01,-4.13827375e-02,3.55665237e-02,4.11284575e-03,2.95000005e+00,1.50000000e+00
1.00000000e+00,2.98559904e-01,-3.65130119e-02,3.08674518e-02,4.07892419e-03,3.00000000e+00,1.50000000e+00
1.00000000e+00,3.14045012e-01,-3.05795781e-02,2.70501077e-02,4.07583779e-03,3.04999995e+00,1.50000000e+00
1.00000000e+00,3.29554051e-01,-2.36150529e-02,2.39097923e-02,4.10297513e-03,3.09999990e+00,1.50000000e+00
1.00000000e+00,3.44843864e-01,-1.58597697e-02,2.01455373e-02,4.10326337e-03,3.15000010e+00,1.50000000e+00
1.00000000e+00,3.59894812e-01,-7.10217189e-03,1.64483804e-02,4.09933133e-03,3.20000005e+00,1.50000000e+00
1.00000000e+00,3.74910384e-01,2.70434842e-03,1.35762440e-02,4.11443738e-03,3.25000000e+00,1.50000000e+00
1.00000000e+00,3.89862537e-01,1.34056192e-02,1.11015197e-02,4.12641559e-03,3.29999995e+00,1.50000000e+00
1.00000000e+00,4.04599309e-01,2.49295253e-02,8.98192730e-03,4.12378646e-03,3.34999990e+00,1.50000000e+00
1.00000000e+00,4.19104278e-01,3.73398848e-02,7.66192656e-03,4.12216876e-03,3.40000010e+00,1.50000000e+00
1.00000000e+00,4.33386624e-01,5.05095497e-02,7.21581094e-03,4.12585586e-03,3.45000005e+00,1.50000000e+00
1.00000000e+00,4.47336644e-01,6.42424300e-02,7.59572396e-03,4.11980366e-03,3.50000000e+00,1.50000000e+00
1.00000000e+00,4.60841000e-01,7.84467682e-02,9.00583901e-03,4.10899846e-03,3.54999995e+00,1.50000000e+00
1.00000000e+00,4.73831177e-01,9.30076689e-02,1.15177725e-02,4.09794692e-03,3.59999990e+00,1.50000000e+00
1.00000000e+00,4.86231267e-01,1.07693218e-01,1.51222488e-02,4.08595288e-03,3.65000010e+00,1.50000000e+00
1.00000000e+00,4.97925222e-01,1.22289106e-01,1.99157503e-02,4.06679884e-03,3.70000005e+00,1.50000000e+00
1.00000000e+00,5.08816123e-01,1.36639401e-01,2.59418469e-02,4.04769182e-03,3.75000000e+00,1.50000000e+00
1.00000000e+00,5.18814862e-01,1.50537416e-01,3.30960155e-02,4.02660714e-03,3.79999995e+00,1.50000000e+00
1.00000000e+00,5.27843654e-01,1.63747609e-01,4.13706414e-02,4.00423957e-03,3.84999990e+00,1.50000000e+00
1.00000000e+00,5.35819173e-01,1.76083565e-01,5.07648960e-02,3.97864496e-03,3.90000010e+00,1.50000000e+00
1.00000000e+00,5.42678177e-01,1.87390313e-01,6.11508414e-02,3.95492883e-03,3.95000005e+00,1.50000000e+00
1.00000000e+00,5.48362374e-01,1.97495669e-01,7.23799691e-02,3.92906647e-03,4.00000000e+00,1.50000000e+00
1.00000000e+00,5.52840590e-01,2.06251323e-01,8.43875408e-02,3.90381203e-03,4.05000019e+00,1.50000000e+00
1.00000000e+00,5.56082726e-01,2.13562623e-01,9.70506892e-02,3.88515089e-03,4.09999990e+00,1.50000000e+00
1.00000000e+00,5.58079958e-01,2.19357193e-01,1.10184893e-01,3.88384378e-03,4.15000010e+00,1.50000000e+00
1.00000000e+00,5.58830678e-01,2.23578423e-01,1.23643622e-01,3.90082062e-03,4.19999981e+00,1.50000000e+00
1.00000000e+00,5.58358073e-01,2.26203829e-01,1.37316048e-01,3.92303802e-03,4.25000000e+00,1.50000000e+00
1.00000000e+00,5.56684375e-01,2.27251902e-01,1.51052997e-01,3.96057684e-03,4.30000019e+00,1.50000000e+00
1.00000000e+00,5.53856075e-01,2.26755664e-01,1.64687514e-01,4.00675740e-03,4.34999990e+00,1.50000000e+00
1.00000000e+00,5.49922228e-01,2.24771410e-01,1.78104833e-01,4.06407658e-03,4.40000010e+00,1.50000000e+00
1.00000000e+00,5.44947088e-01,2.21372813e-01,1.91222906e-01,4.12062276e-03,4.44999981e+00,1.50000000e+00
1.00000000e+00,5.39000094e-01,2.16654032e-01,2.03918219e-01,4.17162757e-03,4.50000000e+00,1.50000000e+00
1.00000000e+00,5.32177448e-01,2.10713789e-01,2.16057703e-01,4.21883864e-03,4.55000019e+00,1.50000000e+00
1.00000000e+00,5.24569809e-01,2.03657284e-01,2.27616772e-01,4.26035421e-03,4.59999990e+00,1.50000000e+00
1.00000000e+00,5.16285419e-01,1.95607543e-01,2.38566056e-01,4.29586694e-03,4.65000010e+00,1.50000000e+00
1.00000000e+00,5.07451773e-01,1.86649382e-01,2.48777673e-01,4.32271836e-03,4.69999981e+00,1.50000000e+00
1.00000000e+00,4.98216301e-01,1.76927403e-01,2.58204281e-01,4.33829334e-03,4.75000000e+00,1.50000000e+00
1.00000000e+00,4.88703549e-01,1.66516319e-01,2.66947806e-01,4.34834557e-03,4.80000019e+00,1.50000000e+00
1.00000000e+00,4.79042053e-01,1.55575275e-01,2.74996161e-01,4.34189942e-03,4.84999990e+00,1.50000000e+00
1.00000000e+00,4.69446391e-01,1.44093052e-01,2.82227099e-01,4.33509191e-03,4.90000010e+00,1.50000000e+00
1.00000000e+00,4.60060388e-01,1.33091152e-01,2.88697988e-01,4.23597125e-03,4.94999981e+00,1.50000000e+00
1.00000000e+00,4.50813204e-01,1.20339103e-01,2.99575001e-01,4.38217120e-03,5.00000000e+00,1.50000000e+00
1.00000000e+00,8.25934112e-01,-2.54202276e-01,6.99406266e-01,1.70754420e-03,1.00000000e+00,1.54999995e+00
1.00000000e+00,8.15375328e-01,-2.81642348e-01,7.16544747e-01,1.91831391e-03,1.04999995e+00,1.54999995e+00
1.00000000e+00,8.08289766e-01,-3.14980477e-01,6.88950062e-01,2.33209413e-03,1.10000002e+00,1.54999995e+00
1.00000000e+00,8.00245345e-01,-3.47701013e-01,6.81162179e-01,2.31306977e-03,1.14999998e+00,1.54999995e+00
1.00000000e+00,7.88817108e-01,-3.86782527e-01,7.21005440e-01,2.63091386e-03,1.20000005e+00,1.54999995e+00
1.00000000e+00,7.86334872e-01,-4.40405607e-01,6.90961421e-01,4.26410977e-03,1.25000000e+00,1.54999995e+00
1.00000000e+00,7.90834546e-01,-4.85554755e-01,6.18163109e-01,3.15617118e-03,1.29999995e+00,1.54999995e+00
1.00000000e+00,7.93481290e-01,-5.46248555e-01,6.50373161e-01,3.87541018e-03,1.35000002e+00,1.54999995e+00
1.00000000e+00,8.05178821e-01,-6.30380690e-01,6.31029129e-01,7.09720328e-03,1.39999998e+00,1.54999995e+00
1.00000000e+00,8.22639048e-01,-6.74027503e-01,4.74458337e-01,5.45713305e-03,1.45000005e+00,1.54999995e+00
1.00000000e+00,8.77594113e-01,-7.71803141e-01,4.12580818e-01,8.11129343e-03,1.50000000e+00,1.54999995e+00
1.00000000e+00,9.21485782e-01,-8.04315448e-01,3.24709892e-01,5.59874764e-03,1.54999995e+00,1.54999995e+00
1.00000000e+00,8.35256696e-01,-7.36918032e-01,2.60342479e-01,1.04141226e-02,1.60000002e+00,1.54999995e+00
1.00000000e+00,6.68025911e-01,-5.46771646e-01,5.97317368e-02,1.27322730e-02,1.64999998e+00,1.54999995e+00
1.00000000e+00,4.12415415e-01,-2.05451056e-01,-2.89209276e-01,2.29323786e-02,1.70000005e+00,1.54999995e+00
1.00000000e+00,1.21564448e-01,-8.08404014e-02,-1.85734585e-01,1.58257913e-02,1.75000000e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-7.09880590e-02,2.57688784e-03,1.79999995e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-2.79650521e-02,7.37621973e-04,1.85000002e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-3.28755453e-02,6.75983087e-04,1.89999998e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-4.58188020e-02,7.80789938e-04,1.95000005e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-1.68049596e-02,5.54687984e-04,2.00000000e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-1.42104514e-02,4.42952587e-04,2.04999995e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-1.74382888e-02,3.38744780e-04,2.09999990e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-1.41708842e-02,3.08673887e-04,2.15000010e+00,1.54999995e+00
5.00000000e+00,0.00000000e+00,0.00000000e+00,-5.96337160e-03,2.75108730e-04,2.20000005e+00,1.54999995e+00
1.00000000e+00,2.81588105e-03,7.02016521e-04,-2.98763942e-02,7.18527939e-04,2.25000000e+00,1.54999995e+00
1.00000000e+00,6.98061706e-03,-4.12689755e-03,-1.68398581e-02,1.17675937e-03,2.29999995e+00,1.54999995e+00
1.00000000e+00,9.43476707e-03,-1.27194440e-02,1.27736703e-02,1.76882604e-03,2.34999990e+00,1.54999995e+00
1.00000000e+00,1.30123319e-02,-2.05110833e-02,2.68453415e-02,2.68316222e-03,2.40000010e+00,1.54999995e+00
1.00000000e+00,2.10952498e-02,-3.34794000e-02,2.79549267e-02,2.91194953e-03,2.45000005e+00,1.54999995e+00
1.00000000e+00,3.65026705e-02,-4.44123857e-02,3.46926078e-02,3.40331369e-03,2.50000000e+00,1.54999995e+00
1.00000000e+00,5.47499172e-02,-5.26040904e-02,4.40355428e-02,3.22990073e-03,2.54999995e+00,1.54999995e+00
1.00000000e+00,7.21586496e-02,-6.13356568e-02,5.08812480e-02,3.18297581e-03,2.59999990e+00,1.54999995e+00
1.00000000e+00,9.01070014e-02,-6.54728934e-02,4.61728349e-02,3.26130819e-03,2.65000010e+00,1.54999995e+00
1.00000000e+00,1.08472861e-01,-6.79512396e-02,4.45741564e-02,3.27784591e-03,2.70000005e+00,1.54999995e+00
1.00000000e+00,1.26737013e-01,-6.86953738e-02,4.86336574e-02,3.16494121e-03,2.75000000e+00,1.54999995e+00
1.00000000e+00,1.43586561e-01,-6.70046285e-02,4.57655787e-02,3.17463186e-03,2.79999995e+00,1.54999995e+00
1.00000000e+00,1.59104213e-01,-6.47042319e-02,3.96793894e-02,3.20422789e-03,2.84999990e+00,1.54999995e+00
