geometry,ux,uy,p,x,y
1,1.01822162,6.09046378E-15,1.50633883,2.1500001,0.5
1,1.01692009,5.08267202E-15,1.46666265,2.20000005,0.5
1,1.01526284,9.6345644E-15,1.38136995,2.25,0.5
1,1.01331437,4.05325255E-15,1.36826205,2.29999995,0.5
1,1.01161528,8.21492871E-15,1.34860682,2.3499999,0.5
1,1.00999141,7.49980251E-15,1.27850258,2.4000001,0.5
1,1.00879133,7.44570929E-15,1.23555756,2.45000005,0.5
1,1.00801837,4.68204407E-15,1.21680796,2.5,0.5
1,1.00714099,-2.68787568E-15,1.17284513,2.54999995,0.5
1,1.00638556,-7.77111817E-15,1.11998796,2.5999999,0.5
1,1.00605309,-1.1510479E-14,1.08550036,2.6500001,0.5
1,1.00583291,-1.07627301E-14,1.05219316,2.70000005,0.5
1,1.0055058,-2.34116942E-15,1.0069828,2.75,0.5
1,1.00529134,-6.98024393E-15,0.963716805,2.79999995,0.5
1,1.00525248,3.11079499E-15,0.927177787,2.8499999,0.5
1,1.00520289,-4.01047972E-16,0.887893021,2.9000001,0.5
1,1.00511205,-3.90213849E-15,0.845183253,2.95000005,0.5
1,1.0050844,-1.47741079E-14,0.80483377,3,0.5
1,1.00510418,-6.93729979E-15,0.765907228,3.04999995,0.5
1,1.00510156,-7.13249853E-15,0.725275159,3.0999999,0.5
1,1.00509393,-3.23025946E-15,0.684189975,3.1500001,0.5
1,1.00511372,1.55010957E-15,0.644160688,3.20000005,0.5
1,1.00514114,9.75605137E-16,0.604165673,3.25,0.5
1,1.005162,-2.92685099E-15,0.563545108,3.29999995,0.5
1,1.00519276,-5.78873158E-15,0.522972107,3.3499999,0.5
1,1.00523901,-1.98380262E-15,0.482779354,3.4000001,0.5
1,1.00529611,-4.32539238E-15,0.442525446,3.45000005,0.5
1,1.00537062,-3.44734723E-15,0.401881754,3.5,0.5
1,1.00547075,-9.86517039E-16,0.361345768,3.54999995,0.5
1,1.00560665,-5.73487723E-15,0.32111311,3.5999999,0.5
1,1.00578022,9.86540968E-16,0.280477643,3.6500001,0.5
1,1.00599468,-5.69165229E-15,0.239615336,3.70000005,0.5
1,1.00624907,3.68606716E-16,0.199127004,3.75,0.5
1,1.00652444,2.52607121E-15,0.158102125,3.79999995,0.5
1,1.00673068,2.21169472E-15,0.117044486,3.8499999,0.5
1,1.00676954,-4.835432E-15,0.0757158771,3.9000001,0.5
1,1.00630629,-6.25578258E-15,0.0340251587,3.95000005,0.5
4,1.00564206,0,0,4,0.5
1,1.01261532,0.0035511516,1.69983757,1.89999998,0.550000012
1,1.01076758,0.002423645,1.6512326,1.95000005,0.550000012
1,1.01000535,0.00115764595,1.61329556,2,0.550000012
1,1.00946784,-0.000632949115,1.5810858,2.04999995,0.550000012
1,1.0090611,0.00116936897,1.52927577,2.0999999,0.550000012
1,1.00804961,0.00190090295,1.48250282,2.1500001,0.550000012
1,1.00636613,0.0010283055,1.45591462,2.20000005,0.550000012
1,1.00435805,0.00203830958,1.4123888,2.25,0.550000012
1,1.00253212,0.00214602123,1.36119986,2.29999995,0.550000012
1,1.0010649,0.00131673308,1.32530606,2.3499999,0.550000012
1,0.999722898,0.00131260895,1.29176652,2.4000001,0.550000012
1,0.998426199,0.00119719352,1.24861526,2.45000005,0.550000012
1,0.997479796,0.0008326979,1.2042135,2.5,0.550000012
1,0.996859968,0.000659424521,1.16680372,2.54999995,0.550000012
1,0.996342719,0.000527812575,1.12964153,2.5999999,0.550000012
1,0.995870769,0.000371093571,1.08748984,2.6500001,0.550000012
1,0.995558679,0.000267404073,1.04574239,2.70000005,0.550000012
1,0.995390534,0.000214877407,1.00706613,2.75,0.550000012
1,0.99525404,0.000140772783,0.967655838,2.79999995,0.550000012
1,0.995128334,8.54646714E-05,0.926368654,2.8499999,0.550000012
1,0.995060742,6.89276494E-05,0.885757267,2.9000001,0.550000012
1,0.995038986,5.09116544E-05,0.846112669,2.95000005,0.550000012
1,0.995019794,2.21466398E-05,0.805886805,3,0.550000012
1,0.995003045,1.12271409E-05,0.765164614,3.04999995,0.550000012
1,0.995005727,1.09642697E-05,0.724838853,3.0999999,0.550000012
1,0.995019853,2.16925991E-06,0.684711516,3.1500001,0.550000012
1,0.995032787,-7.71594387E-06,0.644314051,3.20000005,0.550000012
1,0.995049417,-1.06446369E-05,0.603836596,3.25,0.550000012
1,0.995075405,-1.49331281E-05,0.563511372,3.29999995,0.550000012
1,0.995108306,-2.48336219E-05,0.523200989,3.3499999,0.550000012
1,0.995148003,-3.70722264E-05,0.482787311,3.4000001,0.550000012
1,0.995201349,-5.30940597E-05,0.442347795,3.45000005,0.550000012
1,0.99527359,-7.03851983E-05,0.401936859,3.5,0.550000012
1,0.995368361,-0.000103065293,0.36154446,3.54999995,0.550000012
1,0.995495379,-0.000140449309,0.321020961,3.5999999,0.550000012
1,0.995659113,-0.000176798683,0.280410856,3.6500001,0.550000012
1,0.995866776,-0.000218712899,0.239840239,3.70000005,0.550000012
1,0.996109247,-0.000263363356,0.199154407,3.75,0.550000012
1,0.996369958,-0.00022901372,0.158117995,3.79999995,0.550000012
1,0.996573985,-0.000154228663,0.117202587,3.8499999,0.550000012
1,0.996610701,0.000168877377,0.0758049935,3.9000001,0.550000012
1,0.996159852,0.000831548765,0.0342635177,3.95000005,0.550000012
4,0.995520771,0,0,4,0.550000012
1,0.975195825,0.00492118532,1.64131999,1.89999998,0.600000024
1,0.976992488,0.00135653932,1.68370867,1.95000005,0.600000024
1,0.979203641,0.00118174078,1.59921587,2,0.600000024
1,0.978779554,0.000629695598,1.56226683,2.04999995,0.600000024
1,0.977793694,0.00122141198,1.5691328,2.0999999,0.600000024
1,0.976590216,0.00325468346,1.47471225,2.1500001,0.600000024
1,0.974454165,0.00392626878,1.42294347,2.20000005,0.600000024
1,0.972575486,0.00356484763,1.43475485,2.25,0.600000024
1,0.970981598,0.00340871676,1.37174833,2.29999995,0.600000024
1,0.969345689,0.00298001617,1.30611122,2.3499999,0.600000024
1,0.968379557,0.00258028531,1.2920934,2.4000001,0.600000024
1,0.967539072,0.00208077487,1.25920331,2.45000005,0.600000024
1,0.966582179,0.0015523202,1.20099449,2.5,0.600000024
1,0.966018081,0.00124169688,1.16199255,2.54999995,0.600000024
1,0.96576637,0.000962377235,1.13302135,2.5999999,0.600000024
1,0.965417027,0.000707630825,1.08930421,2.6500001,0.600000024
1,0.96509856,0.000491124636,1.0433948,2.70000005,0.600000024
1,0.964995801,0.000361282262,1.00693119,2.75,0.600000024
1,0.964939415,0.00026582327,0.969195962,2.79999995,0.600000024
1,0.964824677,0.000181042255,0.926028967,2.8499999,0.600000024
1,0.964762211,0.000112640286,0.88501215,2.9000001,0.600000024
1,0.964770675,7.62722048E-05,0.846618772,2.95000005,0.600000024
1,0.964763045,5.23393137E-05,0.806231856,3,0.600000024
1,0.964740694,2.81058456E-05,0.764786959,3.04999995,0.600000024
1,0.964748859,9.45618103E-06,0.724761307,3.0999999,0.600000024
1,0.964770317,5.26692816E-07,0.684984922,3.1500001,0.600000024
1,0.964779258,-7.59392606E-06,0.644313812,3.20000005,0.600000024
1,0.964791834,-1.95412995E-05,0.603681743,3.25,0.600000024
1,0.964817703,-3.19112187E-05,0.563556075,3.29999995,0.600000024
1,0.964845955,-4.59850417E-05,0.523330867,3.3499999,0.600000024
1,0.964877784,-6.65221523E-05,0.48276782,3.4000001,0.600000024
1,0.964922667,-9.80012628E-05,0.442264348,3.45000005,0.600000024
1,0.964982033,-0.0001356172,0.402060628,3.5,0.600000024
1,0.96506089,-0.000193647851,0.361701816,3.54999995,0.600000024
1,0.965165615,-0.000257113861,0.320943385,3.5999999,0.600000024
1,0.965302885,-0.000342907966,0.28053695,3.6500001,0.600000024
1,0.965484619,-0.000420436176,0.240139872,3.70000005,0.600000024
1,0.965691805,-0.000489769853,0.199183181,3.75,0.600000024
1,0.965916574,-0.000451514788,0.158435076,3.79999995,0.600000024
1,0.96610409,-0.000297107734,0.117569059,3.8499999,0.600000024
1,0.966131866,0.000336495548,0.0760790929,3.9000001,0.600000024
1,0.965725482,0.00160036655,0.0349409878,3.95000005,0.600000024
4,0.96515727,0,0,4,0.600000024
1,0.919261813,-0.000243347255,1.63211536,1.89999998,0.649999976
1,0.923563182,-0.00134623272,1.6757226,1.95000005,0.649999976
1,0.92687577,-0.00134022092,1.63426292,2,0.649999976
1,0.927594483,0.0019620466,1.55557549,2.04999995,0.649999976
1,0.925466716,0.00359993591,1.53274906,2.0999999,0.649999976
1,0.922554135,0.004499231,1.51351726,2.1500001,0.649999976
1,0.920653999,0.00626296084,1.42944431,2.20000005,0.649999976
1,0.919426739,0.00511097629,1.39124501,2.25,0.649999976
1,0.918480396,0.0045953365,1.38074315,2.29999995,0.649999976
1,0.917050362,0.00443703774,1.33464503,2.3499999,0.649999976
1,0.916024923,0.00331577589,1.27755308,2.4000001,0.649999976
1,0.915732145,0.00266012968,1.24248326,2.45000005,0.649999976
1,0.915465117,0.00219714618,1.21465552,2.5,0.649999976
1,0.914965272,0.00166586752,1.17011619,2.54999995,0.649999976
1,0.91463691,0.00117138936,1.12265491,2.5999999,0.649999976
1,0.914601505,0.000917129335,1.08666646,2.6500001,0.649999976
1,0.914551914,0.00068390934,1.05063224,2.70000005,0.649999976
1,0.914396644,0.000460751151,1.00715041,2.75,0.649999976
1,0.914320111,0.000317299768,0.964918852,2.79999995,0.649999976
1,0.914346755,0.000237940563,0.926978052,2.8499999,0.649999976
1,0.914343953,0.000154938942,0.887444496,2.9000001,0.649999976
1,0.914304733,9.15835699E-05,0.845597267,2.95000005,0.649999976
1,0.914304137,6.11459909E-05,0.805100679,3,0.649999976
1,0.914330721,3.80127858E-05,0.765682161,3.04999995,0.649999976
1,0.914337516,1.28532129E-05,0.725256324,3.0999999,0.649999976
1,0.914337277,-1.93892197E-06,0.684388757,3.1500001,0.649999976
1,0.914353788,-1.13403321E-05,0.644173265,3.20000005,0.649999976
1,0.91437459,-2.51124256E-05,0.604086518,3.25,0.649999976
1,0.91438818,-4.16612093E-05,0.563601673,3.29999995,0.649999976
1,0.914405882,-6.16322577E-05,0.523090065,3.3499999,0.649999976
1,0.914432824,-8.82450622E-05,0.482802272,3.4000001,0.649999976
1,0.914463401,-0.00012824373,0.442524076,3.45000005,0.649999976
1,0.914500892,-0.000183203389,0.402092576,3.5,0.649999976
1,0.914555728,-0.000259402033,0.361553192,3.54999995,0.649999976
1,0.914626718,-0.000343415217,0.321184486,3.5999999,0.649999976
1,0.914722502,-0.000476030051,0.280932248,3.6500001,0.649999976
1,0.914851367,-0.000575697515,0.24013418,3.70000005,0.649999976
1,0.915006459,-0.000673586677,0.199441686,3.75,0.649999976
1,0.915184259,-0.000642200874,0.159059197,3.79999995,0.649999976
1,0.915328562,-0.000407017738,0.117956832,3.8499999,0.649999976
1,0.915348649,0.000473264023,0.0768127069,3.9000001,0.649999976
1,0.915031791,0.00225956878,0.0358140282,3.95000005,0.649999976
4,0.914580226,0,0,4,0.649999976
1,0.843042254,-0.00760657247,1.67296517,1.89999998,0.699999988
1,0.851050258,-0.00584531575,1.64342356,1.95000005,0.699999988
1,0.853596687,-0.00276598474,1.67219865,2,0.699999988
1,0.852094531,0.00223001139,1.60352993,2.04999995,0.699999988
1,0.85006249,0.00774441846,1.45487452,2.0999999,0.699999988
1,0.848015964,0.00671625696,1.49346328,2.1500001,0.699999988
1,0.846951008,0.00668548793,1.4899863,2.20000005,0.699999988
1,0.84500283,0.00682216976,1.38070917,2.25,0.699999988
1,0.844145656,0.00555996969,1.34856391,2.29999995,0.699999988
1,0.844440162,0.0049725296,1.34340632,2.3499999,0.699999988
1,0.844073415,0.00373974862,1.29178607,2.4000001,0.699999988
1,0.843501091,0.00301998551,1.23784626,2.45000005,0.699999988
1,0.843556762,0.00238034152,1.20799673,2.5,0.699999988
1,0.843734443,0.00181826681,1.17237282,2.54999995,0.699999988
1,0.843625247,0.00130478945,1.12623215,2.5999999,0.699999988
1,0.84354943,0.000969251443,1.08603513,2.6500001,0.699999988
1,0.843623161,0.00071522058,1.04894435,2.70000005,0.699999988
1,0.843663633,0.000512341037,1.00749671,2.75,0.699999988
1,0.843648911,0.000341376406,0.96606046,2.79999995,0.699999988
1,0.843664944,0.000233834333,0.927008927,2.8499999,0.699999988
1,0.843692839,0.000164824814,0.886845946,2.9000001,0.699999988
1,0.843702674,0.000105699677,0.845644951,2.95000005,0.699999988
1,0.843714595,5.79164225E-05,0.805554867,3,0.699999988
1,0.843732774,3.27998678E-05,0.765689373,3.04999995,0.699999988
1,0.843743265,1.69397917E-05,0.72500509,3.0999999,0.699999988
1,0.843752801,-1.24396252E-06,0.684438229,3.1500001,0.699999988
1,0.843767285,-1.70974945E-05,0.64435482,3.20000005,0.699999988
1,0.843779147,-2.83640384E-05,0.604066193,3.25,0.699999988
1,0.843788147,-4.37495837E-05,0.563518167,3.29999995,0.699999988
1,0.843800724,-6.80975427E-05,0.523129046,3.3499999,0.699999988
1,0.843813181,-9.85836959E-05,0.482911885,3.4000001,0.699999988
1,0.843825579,-0.000141987461,0.442583382,3.45000005,0.699999988
1,0.843842745,-0.000204397715,0.402046114,3.5,0.699999988
1,0.843864441,-0.000290367345,0.361645758,3.54999995,0.699999988
1,0.843890667,-0.000394848059,0.321545362,3.5999999,0.699999988
1,0.843934417,-0.000547186879,0.280994356,3.6500001,0.699999988
1,0.843990505,-0.000664681487,0.240269125,3.70000005,0.699999988
1,0.844080567,-0.000815747073,0.2002251,3.75,0.699999988
1,0.844190359,-0.000761646137,0.159376338,3.79999995,0.699999988
1,0.844274104,-0.000481503375,0.11851982,3.8499999,0.699999988
1,0.844294071,0.000556993124,0.0781949684,3.9000001,0.699999988
1,0.844097674,0.00275128637,0.0368417092,3.95000005,0.699999988
4,0.84380579,0,0,4,0.699999988
1,0.745959103,-0.0156944692,1.83708823,1.89999998,0.75
1,0.755789518,-0.0142614236,1.707425,1.95000005,0.75
1,0.758120537,0.000914882519,1.57508504,2,0.75
1,0.752835512,0.00504206726,1.59766865,2.04999995,0.75
1,0.751204371,0.00761420699,1.53523064,2.0999999,0.75
1,0.75074172,0.00920197461,1.43017364,2.1500001,0.75
1,0.751047194,0.00692723226,1.45175612,2.20000005,0.75
1,0.75097543,0.0079293875,1.42716873,2.25,0.75
1,0.750276804,0.00567770284,1.35773504,2.29999995,0.75
1,0.750673532,0.00457626907,1.31234348,2.3499999,0.75
1,0.751473725,0.00389568112,1.29268432,2.4000001,0.75
1,0.751755297,0.0031066637,1.25587034,2.45000005,0.75
1,0.751786649,0.00212241965,1.20274627,2.5,0.75
1,0.752086461,0.00165430934,1.16385841,2.54999995,0.75
1,0.752430975,0.00131896208,1.13219452,2.5999999,0.75
1,0.752542615,0.000922590203,1.08940136,2.6500001,0.75
1,0.752587259,0.00060904061,1.04463255,2.70000005,0.75
1,0.75273025,0.000466186611,1.00719583,2.75,0.75
1,0.752838552,0.000340649975,0.968987048,2.79999995,0.75
1,0.752854824,0.000209135906,0.926412165,2.8499999,0.75
1,0.752882183,0.000133017558,0.885373175,2.9000001,0.75
1,0.752940834,9.70557521E-05,0.846577346,2.95000005,0.75
1,0.752965987,5.80367414E-05,0.806268275,3,0.75
1,0.752967179,2.49682271E-05,0.764971733,3.04999995,0.75
1,0.752984941,9.95285973E-06,0.724810302,3.0999999,0.75
1,0.753006577,-9.2060651E-07,0.684965312,3.1500001,0.75
1,0.753011465,-1.53369056E-05,0.644375801,3.20000005,0.75
1,0.753014207,-2.87175299E-05,0.603758395,3.25,0.75
1,0.753023267,-4.31843655E-05,0.563586652,3.29999995,0.75
1,0.753027678,-6.33591408E-05,0.523359895,3.3499999,0.75
1,0.753024399,-9.38098965E-05,0.482883632,3.4000001,0.75
1,0.753022552,-0.000138520525,0.442437649,3.45000005,0.75
1,0.753015518,-0.000197670102,0.402172506,3.5,0.75
1,0.752999663,-0.000282849505,0.361978948,3.54999995,0.75
1,0.752982795,-0.000399026758,0.321546346,3.5999999,0.75
1,0.752967358,-0.000542800233,0.280891567,3.6500001,0.75
1,0.752939105,-0.000686589919,0.240993217,3.70000005,0.75
1,0.752937913,-0.000873078883,0.200858891,3.75,0.75
1,0.752946317,-0.000796998444,0.159591168,3.79999995,0.75
1,0.752993882,-0.000550586963,0.119659029,3.8499999,0.75
1,0.75302124,0.000619583589,0.0792512372,3.9000001,0.75
1,0.752974212,0.00298283482,0.0387088545,3.95000005,0.75
4,0.752900481,0,0,4,0.75
1,0.62891835,-0.0202749278,1.96585226,1.89999998,0.800000012
1,0.629574001,-0.0174641963,1.75623059,1.95000005,0.800000012
1,0.631301761,0.000737171562,1.48871052,2,0.800000012
1,0.633278728,0.0101111718,1.4524976,2.04999995,0.800000012
1,0.635726035,0.00444671139,1.63250053,2.0999999,0.800000012
1,0.634874046,0.0105885891,1.48412406,2.1500001,0.800000012
1,0.633297145,0.00684463978,1.37993634,2.20000005,0.800000012
1,0.636027515,0.00667314976,1.40952337,2.25,0.800000012
1,0.638002694,0.0053235027,1.38882852,2.29999995,0.800000012
1,0.638065577,0.00405583251,1.32018721,2.3499999,0.800000012
1,0.638578951,0.00317695807,1.27705181,2.4000001,0.800000012
1,0.639810503,0.00251588901,1.25190306,2.45000005,0.800000012
1,0.640487611,0.00185374951,1.21168149,2.5,0.800000012
1,0.64070344,0.00136570772,1.16618359,2.54999995,0.800000012
1,0.641036987,0.000997027499,1.12710786,2.5999999,0.800000012
1,0.641423285,0.000737393391,1.08879721,2.6500001,0.800000012
1,0.641613781,0.00052566448,1.04804754,2.70000005,0.800000012
1,0.641708374,0.000354408112,1.00740063,2.75,0.800000012
1,0.641822875,0.000246974669,0.967065334,2.79999995,0.800000012
1,0.641923547,0.000172811604,0.926709831,2.8499999,0.800000012
1,0.641973972,0.00010962665,0.886624753,2.9000001,0.800000012
1,0.642003238,6.46512781E-05,0.846302807,2.95000005,0.800000012
1,0.642032683,4.15175746E-05,0.805619895,3,0.800000012
1,0.642058134,2.2447055E-05,0.765290618,3.04999995,0.800000012
1,0.642072439,5.21156653E-06,0.725189507,3.0999999,0.800000012
1,0.642079294,-4.88870774E-06,0.684743226,3.1500001,0.800000012
1,0.642085373,-1.23575164E-05,0.644205213,3.20000005,0.800000012
1,0.642091274,-2.29801917E-05,0.603934824,3.25,0.800000012
1,0.642091095,-3.67246212E-05,0.563684046,3.29999995,0.800000012
1,0.642085075,-5.19153728E-05,0.523263872,3.3499999,0.800000012
1,0.642075837,-7.80189293E-05,0.482843876,3.4000001,0.800000012
1,0.642059565,-0.000114731803,0.442531407,3.45000005,0.800000012
1,0.642027915,-0.000165611244,0.402314007,3.5,0.800000012
1,0.641987443,-0.000241566362,0.361963362,3.54999995,0.800000012
1,0.64193064,-0.000347950729,0.321459949,3.5999999,0.800000012
1,0.641847849,-0.000467960956,0.281348109,3.6500001,0.800000012
1,0.641745806,-0.000634751632,0.241510838,3.70000005,0.800000012
1,0.641643941,-0.00078822783,0.200584903,3.75,0.800000012
1,0.641532004,-0.000778981659,0.160841078,3.79999995,0.800000012
1,0.641542971,-0.000609537121,0.121232048,3.8499999,0.800000012
1,0.641564608,0.000648685207,0.0795630738,3.9000001,0.800000012
1,0.64171648,0.0028886348,0.0414555371,3.95000005,0.800000012
4,0.641882122,0,0,4,0.800000012
1,0.485560983,-0.014206768,1.9209646,1.89999998,0.850000024
1,0.482896656,-0.00996813271,1.47372198,1.95000005,0.850000024
1,0.487450242,-0.0111672543,1.7179271,2,0.850000024
1,0.492243618,0.00970556121,1.48836076,2.04999995,0.850000024
1,0.4940373,0.0033520381,1.4391433,2.0999999,0.850000024
1,0.499287784,0.00872975774,1.50930095,2.1500001,0.850000024
1,0.501220405,0.00648356322,1.45428276,2.20000005,0.850000024
1,0.502225757,0.00396095077,1.38710952,2.25,0.850000024
1,0.504296958,0.00404978404,1.35349095,2.29999995,0.850000024
1,0.506377816,0.00330029591,1.33722818,2.3499999,0.850000024
1,0.507440329,0.00219737343,1.2906512,2.4000001,0.850000024
1,0.508119524,0.00155106152,1.2412225,2.45000005,0.850000024
1,0.508935452,0.00136737945,1.20886242,2.5,0.850000024
1,0.509619594,0.000990799279,1.17227447,2.54999995,0.850000024
1,0.509954989,0.000626281428,1.12659621,2.5999999,0.850000024
1,0.510218382,0.000460751646,1.08677733,2.6500001,0.850000024
1,0.510490417,0.000382579077,1.04958272,2.70000005,0.850000024
1,0.510655522,0.000236537744,1.00782716,2.75,0.850000024
1,0.510741889,0.000142910954,0.966132641,2.79999995,0.850000024
1,0.510831833,0.000110342189,0.927221894,2.8499999,0.850000024
1,0.510898352,7.97101457E-05,0.887160122,2.9000001,0.850000024
1,0.510926306,3.7215359E-05,0.845756412,2.95000005,0.850000024
1,0.510950804,2.05164888E-05,0.805536687,3,0.850000024
1,0.510976493,1.4980209E-05,0.765779614,3.04999995,0.850000024
1,0.510985851,4.18584978E-06,0.725120306,3.0999999,0.850000024
1,0.510988832,-5.98851511E-06,0.684447885,3.1500001,0.850000024
1,0.510995686,-1.03094144E-05,0.644349813,3.20000005,0.850000024
1,0.510997593,-1.46776774E-05,0.604112089,3.25,0.850000024
1,0.510991216,-2.49304794E-05,0.563561022,3.29999995,0.850000024
1,0.510982931,-3.61136954E-05,0.52316016,3.3499999,0.850000024
1,0.510968804,-5.49537581E-05,0.482949317,3.4000001,0.850000024
1,0.510941446,-7.62092532E-05,0.44263342,3.45000005,0.850000024
1,0.510901153,-0.000118677199,0.402236938,3.5,0.850000024
1,0.51084578,-0.000172163127,0.361828089,3.54999995,0.850000024
1,0.510752678,-0.000250162004,0.321707696,3.5999999,0.850000024
1,0.510627985,-0.000341799401,0.281724423,3.6500001,0.850000024
1,0.510480464,-0.000500396185,0.241214812,3.70000005,0.850000024
1,0.51028192,-0.000572373625,0.200703576,3.75,0.850000024
1,0.510045409,-0.000703964964,0.162595212,3.79999995,0.850000024
1,0.509933412,-0.000538846361,0.121907845,3.8499999,0.850000024
1,0.509967744,0.000476968533,0.081581533,3.9000001,0.850000024
1,0.510437608,0.00249988656,0.0429821499,3.95000005,0.850000024
4,0.510888815,0,0,4,0.850000024
1,0.337103665,-0.0047431821,1.71462524,1.89999998,0.899999976
1,0.333678842,-0.00783278514,1.22456145,1.95000005,0.899999976
1,0.342814714,-0.0193005111,1.65572596,2,0.899999976
1,0.346818268,0.00540355174,1.68380463,2.04999995,0.899999976
1,0.340700716,0.00515130116,1.3788656,2.0999999,0.899999976
1,0.344295979,0.00142606709,1.45342958,2.1500001,0.899999976
1,0.350571692,0.00487647858,1.47004414,2.20000005,0.899999976
1,0.352338403,0.00239299331,1.40789568,2.25,0.899999976
1,0.3531501,0.00204315479,1.35074842,2.29999995,0.899999976
1,0.355064273,0.00150325336,1.32596982,2.3499999,0.899999976
1,0.356654912,0.0013177275,1.29391873,2.4000001,0.899999976
1,0.357355654,0.000880950131,1.24853289,2.45000005,0.899999976
1,0.357874334,0.000636290759,1.20602965,2.5,0.899999976
1,0.35850668,0.000428872561,1.16920698,2.54999995,0.899999976
1,0.358919889,0.00039475903,1.12977266,2.5999999,0.899999976
1,0.35911262,0.000241238085,1.08828211,2.6500001,0.899999976
1,0.359294683,0.000146671417,1.04747868,2.70000005,0.899999976
1,0.35946995,0.000114090115,1.00774062,2.75,0.899999976
1,0.359560937,9.79758479E-05,0.967705369,2.79999995,0.899999976
1,0.359605372,4.39635769E-05,0.926998377,2.8499999,0.899999976
1,0.359654158,2.47289936E-05,0.88632834,2.9000001,0.899999976
1,0.359694213,2.41339767E-05,0.846191406,2.95000005,0.899999976
1,0.359709799,1.52240636E-05,0.806001723,3,0.899999976
1,0.359717071,2.11406132E-07,0.765432477,3.04999995,0.899999976
1,0.359727293,-6.42317048E-07,0.724938333,3.0999999,0.899999976
1,0.359734148,2.12272184E-07,0.684717953,3.1500001,0.899999976
1,0.35973376,-5.66795143E-06,0.644409955,3.20000005,0.899999976
1,0.35973084,-9.49546575E-06,0.603934288,3.25,0.899999976
1,0.359727263,-1.3145489E-05,0.563554704,3.29999995,0.899999976
1,0.3597188,-1.68136576E-05,0.523264229,3.3499999,0.899999976
1,0.359701753,-2.94052643E-05,0.482932478,3.4000001,0.899999976
1,0.35967648,-3.79701014E-05,0.442540944,3.45000005,0.899999976
1,0.35963881,-6.74224357E-05,0.402205825,3.5,0.899999976
1,0.359577239,-8.58101557E-05,0.361899048,3.54999995,0.899999976
1,0.359483749,-0.000136334012,0.32180059,3.5999999,0.899999976
1,0.359364331,-0.000194592547,0.281422108,3.6500001,0.899999976
1,0.359185427,-0.000294139405,0.241124883,3.70000005,0.899999976
1,0.358934045,-0.000296205748,0.201865509,3.75,0.899999976
1,0.358674377,-0.00052446156,0.162298411,3.79999995,0.899999976
1,0.358430624,-0.000275455997,0.121309273,3.8499999,0.899999976
1,0.358408064,3.44982436E-05,0.0870837867,3.9000001,0.899999976
1,0.359092265,0.00181170751,0.043927379,3.95000005,0.899999976
4,0.359724939,0,0,4,0.899999976
1,0.205030546,0.00263392879,1.30869913,1.89999998,0.949999988
1,0.186685041,-0.0189009886,1.88645959,1.95000005,0.949999988
1,0.174457505,-0.00875080843,1.26602817,2,0.949999988
1,0.173406735,0.00149209786,1.49070835,2.04999995,0.949999988
1,0.178894803,0.00604293216,1.55846131,2.0999999,0.949999988
1,0.181022063,-0.00234189862,1.48999715,2.1500001,0.949999988
1,0.180610925,0.00183311873,1.40734386,2.20000005,0.949999988
1,0.182968527,0.00101827958,1.3990469,2.25,0.949999988
1,0.185082883,0.000881215616,1.38307297,2.29999995,0.949999988
1,0.18562986,0.000110894616,1.32518744,2.3499999,0.949999988
1,0.186137676,0.000369175366,1.28227985,2.4000001,0.949999988
1,0.186935425,0.000384134764,1.25278866,2.45000005,0.949999988
1,0.187376916,0.000174497036,1.21107674,2.5,0.949999988
1,0.187569767,2.30922069E-05,1.16704619,2.54999995,0.949999988
1,0.187790006,0.000157598741,1.12913942,2.5999999,0.949999988
1,0.187987253,8.87013812E-05,1.08947492,2.6500001,0.949999988
1,0.188082874,8.25037205E-06,1.04766846,2.70000005,0.949999988
1,0.188145787,2.43408613E-05,1.00773537,2.75,0.949999988
1,0.188202932,4.80138879E-05,0.967867911,2.79999995,0.949999988
1,0.188240379,4.19614571E-06,0.926803827,2.8499999,0.949999988
1,0.188263521,-3.48255639E-06,0.886418998,2.9000001,0.949999988
1,0.188278809,1.28010024E-05,0.846498966,2.95000005,0.949999988
1,0.188285694,7.58616852E-06,0.805868983,3,0.949999988
1,0.188292027,-6.13654265E-06,0.765230954,3.04999995,0.949999988
1,0.188298374,-6.88008356E-07,0.725120425,3.0999999,0.949999988
1,0.188298687,3.53318956E-06,0.684834063,3.1500001,0.949999988
1,0.188296288,-2.64771575E-06,0.644249678,3.20000005,0.949999988
1,0.188296512,-4.3042869E-06,0.603880644,3.25,0.949999988
1,0.18829456,-3.10437485E-06,0.563658834,3.29999995,0.949999988
1,0.188287079,-2.82013639E-06,0.523271978,3.3499999,0.949999988
1,0.188276812,-9.52972641E-06,0.482822478,3.4000001,0.949999988
1,0.188262701,-9.64774426E-06,0.442500591,3.45000005,0.949999988
1,0.188236952,-2.16571862E-05,0.402217567,3.5,0.949999988
1,0.188198522,-1.86152556E-05,0.361902356,3.54999995,0.949999988
1,0.188140899,-4.23801539E-05,0.321555853,3.5999999,0.949999988
1,0.188054502,-6.09906019E-05,0.281235129,3.6500001,0.949999988
1,0.187923461,-9.38350277E-05,0.241351873,3.70000005,0.949999988
1,0.18774645,-6.13187149E-05,0.201838478,3.75,0.949999988
1,0.187541857,-0.000249196775,0.161037922,3.79999995,0.949999988
1,0.18730028,-1.70464682E-05,0.122735232,3.8499999,0.949999988
1,0.187046647,-0.000170108004,0.0887814686,3.9000001,0.949999988
