geometry,ux,uy,p,x,y
4,0.35229355,0,1,4,0.1
4,0.63773042,0,1,4,0.2
4,0.84351379,0,1,4,0.30000001
4,0.96691775,0,1,4,0.40000001
4,1.0083944,0,1,4,0.5
4,0.96691775,0,1,4,0.60000002
4,0.84351379,0,1,4,0.69999999
4,0.63773042,0,1,4,0.80000001
4,0.35229355,0,1,4,0.89999998
