geometry,ux,uy,p,knudsen,x,y
2,0,0,0.588287473,0.00660162605,0,0
2,0,0,0.604167104,0.00733513152,0.200000003,0
3,0.185603812,0,0.608453453,0.0218611378,0,0.200000003
1,0.220916018,-0.0518572964,0.659817278,0.00753332349,0.200000003,0.200000003
2,0,0,0.674064636,0.0138510317,0.400000006,0
1,0.247174218,0.0123331537,0.592912912,0.00979537889,0.400000006,0.200000003
2,0,0,0.559401155,0.00837750454,0.600000024,0
1,0.236011744,-0.000640409417,0.617103338,0.00344672054,0.600000024,0.200000003
2,0,0,0.578750491,0.0118157687,0.800000012,0
1,0.279323876,-0.0345672555,0.574252725,0.010846409,0.800000012,0.200000003
2,0,0,0.617573321,0.0118886186,1,0
1,0.341542125,-0.0249426346,0.539797723,0.0104801608,1,0.200000003
2,0,0,0.531160712,0.0181706306,1.20000005,0
1,0.375335634,-0.0428838022,0.617334962,0.00939846039,1.20000005,0.200000003
2,0,0,0.547331512,0.0236924812,1.39999998,0
1,0.40732798,-0.0174780507,0.551531494,0.00968654919,1.39999998,0.200000003
2,0,0,0.545872211,0.0187867545,1.60000002,0
1,0.449829221,0.0152328173,0.438577861,0.0120699778,1.60000002,0.200000003
2,0,0,0.349068582,0.0149017973,1.79999995,0
1,0.514637351,-0.0553029627,0.452725738,0.0157299079,1.79999995,0.200000003
2,0,0,0.471569926,0.0269050058,2,0
1,0.574032962,-0.0381015763,0.408425093,0.0180629287,2,0.200000003
2,0,0,0.465732783,0.0326451324,2.20000005,0
1,0.629503429,-0.0415744148,0.444660336,0.0193564277,2.20000005,0.200000003
2,0,0,0.262438059,0.0261170622,2.4000001,0
1,0.666000247,0.00891578663,0.37743485,0.0122631332,2.4000001,0.200000003
2,0,0,0.376869708,0.0343188494,2.5999999,0
1,0.661707044,-0.0132333227,0.238831773,0.0179622862,2.5999999,0.200000003
2,0,0,0.262022018,0.0296255928,2.79999995,0
1,0.681408465,0.0105358446,0.287037164,0.0174187087,2.79999995,0.200000003
2,0,0,0.243599981,0.0283324402,3,0
1,0.691128194,-0.008349929,0.321298152,0.0181273427,3,0.200000003
2,0,0,0.287443042,0.0296438914,3.20000005,0
1,0.677324891,0.0127278222,0.22560522,0.018407885,3.20000005,0.200000003
2,0,0,0.217499956,0.0269304775,3.4000001,0
1,0.661657214,0.0200640131,0.201071203,0.0190432016,3.4000001,0.200000003
2,0,0,0.204736188,0.0247701406,3.5999999,0
1,0.6432513,0.00600783061,0.254550129,0.018284427,3.5999999,0.200000003
2,0,0,0.248623803,0.0248196796,3.79999995,0
1,0.627304494,0.0152460001,0.225697041,0.0200735629,3.79999995,0.200000003
2,0,0,0.221439391,0.0209667981,4,0
1,0.602612317,0.0281664096,0.206648767,0.0202505346,4,0.200000003
2,0,0,0.194948927,0.0188046768,4.19999981,0
1,0.561559021,0.0177080967,0.228973582,0.0192382019,4.19999981,0.200000003
2,0,0,0.221382424,0.0194610897,4.4000001,0
1,0.51965344,0.0162285697,0.21356456,0.017975403,4.4000001,0.200000003
2,0,0,0.232885301,0.0170696434,4.5999999,0
1,0.488468379,0.0308064409,0.204064831,0.0189209059,4.5999999,0.200000003
2,0,0,0.208992317,0.0119883101,4.80000019,0
1,0.449185401,0.0258953199,0.239676178,0.0177658312,4.80000019,0.200000003
2,0,0,0.209792182,0.0119917979,5,0
1,0.391197324,0.0201871265,0.227449477,0.0156714786,5,0.200000003
2,0,0,0.222612396,0.0125312367,5.19999981,0
1,0.337957263,0.0234362669,0.190160275,0.0134850712,5.19999981,0.200000003
2,0,0,0.214647129,0.00919844583,5.4000001,0
1,0.305325061,0.024852559,0.215170473,0.0130513916,5.4000001,0.200000003
2,0,0,0.214026451,0.00604485581,5.5999999,0
1,0.272178471,0.0162046738,0.242887124,0.0118018417,5.5999999,0.200000003
2,0,0,0.219321832,0.00674546557,5.80000019,0
1,0.228777394,0.0164363198,0.213837072,0.0104225036,5.80000019,0.200000003
2,0,0,0.220280185,0.00617955532,6,0
1,0.19698374,0.0135245547,0.201692685,0.00847886037,6,0.200000003
2,0,0,0.228537187,0.00453357305,6.19999981,0
1,0.186057374,0.00754499109,0.237100512,0.0085506374,6.19999981,0.200000003
2,0,0,0.24467431,0.00326144509,6.4000001,0
1,0.178779483,0.00206522015,0.256825596,0.00791692734,6.4000001,0.200000003
2,0,0,0.261178643,0.00437621633,6.5999999,0
1,0.172518894,-0.000748441613,0.251265138,0.0078368159,6.5999999,0.200000003
2,0,0,0.280152738,0.00459027616,6.80000019,0
1,0.180246234,-0.00673871953,0.271860152,0.00824053865,6.80000019,0.200000003
2,0,0,0.304245025,0.00509185297,7,0
1,0.200632036,-0.0117539167,0.311413258,0.00928819552,7,0.200000003
2,0,0,0.327404767,0.00572207244,7.19999981,0
1,0.220152214,-0.0116192577,0.329997748,0.00926340744,7.19999981,0.200000003
2,0,0,0.345310509,0.00734559633,7.4000001,0
1,0.236593738,-0.00995092653,0.337538272,0.0098089464,7.4000001,0.200000003
2,0,0,0.357781142,0.00785743818,7.5999999,0
1,0.253560662,-0.00899370108,0.357385516,0.00979469158,7.5999999,0.200000003
2,0,0,0.369725734,0.00864436384,7.80000019,0
1,0.267351776,-0.00716266502,0.374250501,0.00994938705,7.80000019,0.200000003
2,0,0,0.375456691,0.00903337169,8,0
1,0.272931278,-0.00294791185,0.375064075,0.00927902665,8,0.200000003
2,0,0,0.374964982,0.00966252945,8.19999981,0
1,0.272854209,-0.000663958606,0.372780502,0.00912294351,8.19999981,0.200000003
2,0,0,0.373492092,0.00957872625,8.39999962,0
1,0.270896733,0.000863871013,0.374718487,0.00871278904,8.39999962,0.200000003
2,0,0,0.369198591,0.00962391123,8.60000038,0
1,0.264950812,0.00374683389,0.371913135,0.00874435809,8.60000038,0.200000003
2,0,0,0.358631521,0.00912732072,8.80000019,0
1,0.252231717,0.00740816025,0.359793484,0.00822144281,8.80000019,0.200000003
2,0,0,0.345411867,0.00879634451,9,0
1,0.235218868,0.00927480031,0.344926685,0.00792436954,9,0.200000003
2,0,0,0.331570625,0.00779964868,9.19999981,0
1,0.216853574,0.010857828,0.332347631,0.0074142809,9.19999981,0.200000003
2,0,0,0.31615445,0.00691278558,9.39999962,0
1,0.196774349,0.011380937,0.318672955,0.00708204554,9.39999962,0.200000003
2,0,0,0.301466584,0.00594516145,9.60000038,0
1,0.177355111,0.00924767833,0.301941782,0.00623995764,9.60000038,0.200000003
2,0,0,0.291848123,0.00557136163,9.80000019,0
1,0.165114015,0.00449295389,0.289685011,0.00581608107,9.80000019,0.200000003
2,0,0,0.288535208,0.00513279811,10,0
1,0.163124278,-0.000237866901,0.287746191,0.0056475359,10,0.200000003
2,0,0,0.290707707,0.00528628286,10.1999998,0
1,0.169389546,-0.00502806157,0.291238606,0.00627523521,10.1999998,0.200000003
2,0,0,0.297111839,0.00577854877,10.3999996,0
1,0.182361916,-0.00883554015,0.295554906,0.00685071386,10.3999996,0.200000003
2,0,0,0.306866974,0.00671980623,10.6000004,0
1,0.201107964,-0.0107598314,0.303867012,0.00773843797,10.6000004,0.200000003
2,0,0,0.316570073,0.00734376162,10.8000002,0
1,0.221180439,-0.00951857958,0.316279769,0.00823298376,10.8000002,0.200000003
2,0,0,0.323233366,0.0079323994,11,0
1,0.23610194,-0.00639548618,0.324585617,0.00844800472,11,0.200000003
2,0,0,0.325805247,0.00828493759,11.1999998,0
1,0.243107006,-0.00251560681,0.325359792,0.00823455304,11.1999998,0.200000003
2,0,0,0.325308949,0.00851315912,11.3999996,0
1,0.244030967,0.000472399377,0.324426323,0.00819048285,11.3999996,0.200000003
2,0,0,0.32294789,0.0082808882,11.6000004,0
1,0.240983263,0.00267639011,0.324096531,0.00811398122,11.6000004,0.200000003
2,0,0,0.319272965,0.0080252476,11.8000002,0
1,0.234639004,0.00365868025,0.320617974,0.00797943398,11.8000002,0.200000003
2,0,0,0.315100402,0.00778786046,12,0
1,0.226937518,0.00341647165,0.314743936,0.00760947634,12,0.200000003
2,0,0,0.312482536,0.00769101549,12.1999998,0
1,0.221021295,0.00232660677,0.311684549,0.0073937471,12.1999998,0.200000003
2,0,0,0.311235338,0.00744197797,12.3999996,0
1,0.217588887,0.0016567792,0.311761349,0.00723368395,12.3999996,0.200000003
2,0,0,0.31008485,0.00731952675,12.6000004,0
1,0.214992091,0.00102025562,0.310845762,0.00713957753,12.6000004,0.200000003
2,0,0,0.309133708,0.00732239243,12.8000002,0
1,0.212805644,0.000400894263,0.308652222,0.00699170446,12.8000002,0.200000003
2,0,0,0.30867973,0.00741278427,13,0
1,0.21197772,-0.000184202741,0.308199942,0.00694574462,13,0.200000003
2,0,0,0.307838142,0.00737240259,13.1999998,0
1,0.212378204,-0.000362004794,0.308502644,0.00691767549,13.1999998,0.200000003
2,0,0,0.30633086,0.00740087451,13.3999996,0
1,0.212806895,-0.000370840629,0.30657497,0.00691433251,13.3999996,0.200000003
2,0,0,0.304310322,0.00745518506,13.6000004,0
1,0.21288234,-0.000308672927,0.303809404,0.00687318388,13.6000004,0.200000003
2,0,0,0.301791728,0.00752681354,13.8000002,0
1,0.213368133,-0.000588907336,0.302083164,0.00690859277,13.8000002,0.200000003
2,0,0,0.299268782,0.00750921806,14,0
1,0.214751884,-0.000666050939,0.299506158,0.00696788915,14,0.200000003
2,0,0,0.297055125,0.00751096616,14.1999998,0
