time,drag,lift,deltap
0,0,0,0
0.01,3.67443e-06,-6.36194e-09,2.25923e-06
0.02,1.68274e-05,-2.6292e-08,1.01958e-05
0.03,4.02937e-05,-5.95363e-08,2.414e-05
0.04,7.2863e-05,-1.05643e-07,4.32355e-05
0.05,0.000115774,-1.65209e-07,6.81712e-05
0.06,0.000170137,-2.3811e-07,9.95131e-05
0.07,0.000234638,-3.23659e-07,0.000136371
0.08,0.00030985,-4.22594e-07,0.000179051
0.09,0.000397324,-5.34264e-07,0.00022842
0.1,0.000495705,-6.58462e-07,0.000283567
0.11,0.000605138,-7.95034e-07,0.000344549
0.12,0.000727227,-9.44236e-07,0.000412284
0.13,0.000860996,-1.10549e-06,0.000486096
0.14,0.00100605,-1.2785e-06,0.000565716
0.15,0.00116399,-1.46361e-06,0.00065208
0.16,0.00133433,-1.66025e-06,0.000744815
0.17,0.00151613,-1.86788e-06,0.000843312
0.18,0.00171099,-2.08688e-06,0.000948527
0.19,0.00191877,-2.31681e-06,0.00106029
0.2,0.00213831,-2.55735e-06,0.00117788
0.21,0.00237092,-2.80837e-06,0.00130206
0.22,0.00261692,-3.06974e-06,0.00143297
0.23,0.00287503,-3.34072e-06,0.00156979
0.24,0.00314609,-3.62176e-06,0.00171303
0.25,0.00343097,-3.91245e-06,0.00186315
0.26,0.00372825,-4.21219e-06,0.00201924
0.27,0.00403848,-4.52071e-06,0.00218165
0.28,0.00436272,-4.83845e-06,0.00235097
0.29,0.00469975,-5.16419e-06,0.0025264
0.3,0.00504964,-5.49837e-06,0.00270799
0.31,0.00541364,-5.84064e-06,0.00289647
0.32,0.00579087,-6.19029e-06,0.00309124
0.33,0.00618085,-6.5475e-06,0.00329201
0.34,0.006585,-6.91198e-06,0.00349963
0.35,0.00700269,-7.28315e-06,0.00371366
0.36,0.00743314,-7.66053e-06,0.00393361
0.37,0.00787769,-8.04466e-06,0.00416029
0.38,0.00833608,-8.43457e-06,0.00439349
0.39,0.00880733,-8.82995e-06,0.00463259
0.4,0.00929247,-9.23096e-06,0.00487824
0.41,0.00979177,-9.63681e-06,0.00513053
0.42,0.010304,-1.00474e-05,0.00538869
0.43,0.0108299,-1.04622e-05,0.00565324
0.44,0.0113702,-1.08816e-05,0.00592448
0.45,0.0119236,-1.13043e-05,0.00620163
0.46,0.0124905,-1.17302e-05,0.00648499
0.47,0.0130718,-1.21595e-05,0.00677502
0.48,0.0136664,-1.25913e-05,0.00707105
0.49,0.0142744,-1.30252e-05,0.0073731
0.5,0.0148967,-1.34615e-05,0.00768179
0.51,0.0155326,-1.38989e-05,0.00799655
0.52,0.0161816,-1.43375e-05,0.00831717
0.53,0.016845,-1.47771e-05,0.00864436
0.54,0.017522,-1.52168e-05,0.00897767
0.55,0.0182121,-1.56563e-05,0.00931675
0.56,0.0189164,-1.60959e-05,0.00966224
0.57,0.0196346,-1.65339e-05,0.0100139
0.58,0.0203657,-1.69704e-05,0.0103713
0.59,0.0211108,-1.74053e-05,0.0107349
0.6,0.02187,-1.78379e-05,0.0111049
0.61,0.0226421,-1.82671e-05,0.0114804
0.62,0.0234279,-1.86931e-05,0.011862
0.63,0.0242278,-1.91154e-05,0.0122499
0.64,0.0250408,-1.95328e-05,0.0126434
0.65,0.0258672,-1.99451e-05,0.0130428
0.66,0.0267077,-2.03521e-05,0.0134485
0.67,0.0275614,-2.07524e-05,0.0138599
0.68,0.0284282,-2.11457e-05,0.014277
0.69,0.0293091,-2.15318e-05,0.0147002
0.7,0.0302032,-2.19093e-05,0.0151292
0.71,0.0311102,-2.22778e-05,0.0155638
0.72,0.0320312,-2.26368e-05,0.0160044
0.73,0.0329655,-2.29851e-05,0.0164509
0.74,0.0339126,-2.3322e-05,0.0169027
0.75,0.0348734,-2.3647e-05,0.0173606
0.76,0.0358477,-2.39593e-05,0.0178243
0.77,0.0368346,-2.42572e-05,0.0182933
0.78,0.0378351,-2.45407e-05,0.0187681
0.79,0.038849,-2.48085e-05,0.0192489
0.8,0.0398755,-2.50593e-05,0.0197349
0.81,0.0409152,-2.52926e-05,0.0202266
0.82,0.0419685,-2.55072e-05,0.0207242
0.83,0.0430344,-2.57016e-05,0.0212271
0.84,0.0441132,-2.58751e-05,0.0217355
0.85,0.0452055,-2.60266e-05,0.0222498
0.86,0.0463104,-2.61543e-05,0.0227694
0.87,0.047428,-2.62574e-05,0.0232944
0.88,0.0485591,-2.63343e-05,0.0238253
0.89,0.0497028,-2.63837e-05,0.0243615
0.9,0.0508591,-2.64039e-05,0.024903
0.91,0.0520286,-2.63942e-05,0.0254502
0.92,0.0532109,-2.63522e-05,0.026003
0.93,0.0544054,-2.62763e-05,0.0265609
0.94,0.0556131,-2.61653e-05,0.0271245
0.95,0.0568337,-2.60174e-05,0.0276936
0.96,0.0580664,-2.58303e-05,0.0282678
0.97,0.0593121,-2.56028e-05,0.0288477
0.98,0.0605706,-2.53325e-05,0.0294332
0.99,0.0618413,-2.50174e-05,0.0300239
1,0.0631248,-2.46558e-05,0.03062
1.01,0.0644212,-2.42451e-05,0.0312219
1.02,0.0657297,-2.37833e-05,0.0318289
1.03,0.0670508,-2.3268e-05,0.0324414
1.04,0.0683849,-2.2697e-05,0.0330597
1.05,0.0697311,-2.20673e-05,0.0336832
1.06,0.0710898,-2.1377e-05,0.0343122
1.07,0.0724614,-2.06232e-05,0.0349469
1.08,0.0738454,-1.98033e-05,0.0355871
1.09,0.0752415,-1.89139e-05,0.0362327
1.1,0.0766507,-1.7953e-05,0.0368841
1.11,0.0780723,-1.69167e-05,0.0375412
1.12,0.0795061,-1.58024e-05,0.0382036
1.13,0.0809528,-1.46071e-05,0.038872
1.14,0.0824122,-1.3327e-05,0.0395462
1.15,0.0838838,-1.19589e-05,0.0402259
1.16,0.0853683,-1.04997e-05,0.0409115
1.17,0.0868656,-8.9453e-06,0.0416032
1.18,0.0883752,-7.29213e-06,0.0423006
1.19,0.0898977,-5.53657e-06,0.043004
1.2,0.0914332,-3.67492e-06,0.0437137
1.21,0.0929813,-1.7028e-06,0.0444292
1.22,0.0945421,3.83927e-07,0.045151
1.23,0.0961163,2.5888e-06,0.0458792
1.24,0.0977032,4.91679e-06,0.0466136
1.25,0.0993031,7.37198e-06,0.0473544
1.26,0.100916,9.95866e-06,0.048102
1.27,0.102543,1.26817e-05,0.048856
1.28,0.104182,1.5546e-05,0.0496167
1.29,0.105836,1.85554e-05,0.0503844
1.3,0.107502,2.17158e-05,0.051159
1.31,0.109183,2.50316e-05,0.0519405
1.32,0.110877,2.85077e-05,0.0527294
1.33,0.112585,3.21496e-05,0.0535256
1.34,0.114306,3.59624e-05,0.0543292
1.35,0.116042,3.99508e-05,0.0551404
1.36,0.117793,4.41205e-05,0.0559596
1.37,0.119557,4.84773e-05,0.0567865
1.38,0.121337,5.30262e-05,0.0576215
1.39,0.123131,5.77724e-05,0.058465
1.4,0.12494,6.27217e-05,0.0593168
1.41,0.126764,6.78795e-05,0.0601772
1.42,0.128604,7.32516e-05,0.0610467
1.43,0.130459,7.88436e-05,0.061925
1.44,0.13233,8.46609e-05,0.0628126
1.45,0.134217,9.07088e-05,0.0637099
1.46,0.13612,9.69934e-05,0.0646168
1.47,0.138039,0.00010352,0.0655336
1.48,0.139976,0.000110294,0.0664608
1.49,0.141929,0.00011732,0.0673984
1.5,0.1439,0.000124605,0.0683466
1.51,0.145888,0.000132153,0.069306
1.52,0.147895,0.00013997,0.0702768
1.53,0.149919,0.000148061,0.071259
1.54,0.151962,0.000156429,0.0722532
1.55,0.154024,0.000165081,0.0732597
1.56,0.156105,0.000174021,0.0742787
1.57,0.158205,0.000183252,0.0753105
1.58,0.160326,0.00019278,0.0763557
1.59,0.162467,0.000202607,0.0774144
1.6,0.164628,0.000212738,0.078487
